pass_1,pass_2,numOfFlights,From,To
5922,5946,8,2017-03-05,2017-05-16
755,763,8,2017-01-02,2017-01-29
4217,4248,8,2017-01-22,2017-05-25
1666,2941,8,2017-02-04,2017-03-14
8037,8068,8,2017-03-28,2017-05-30
701,752,8,2017-01-02,2017-01-29
6069,6071,8,2017-03-05,2017-05-24
1012,3102,8,2017-03-20,2017-05-12
1971,1976,8,2017-01-08,2017-03-17
2906,2939,8,2017-01-10,2017-05-29
4395,5456,8,2017-02-22,2017-05-12
2911,2972,8,2017-01-10,2017-03-26
701,739,8,2017-01-02,2017-01-29
2926,3590,8,2017-03-27,2017-05-19
394,468,8,2017-04-08,2017-05-22
5912,5997,8,2017-03-05,2017-04-29
4309,4353,8,2017-01-24,2017-03-10
1696,2867,8,2017-01-22,2017-03-03
1484,4025,8,2017-02-07,2017-04-15
5590,5596,8,2017-02-19,2017-05-19
3576,4674,8,2017-02-28,2017-05-09
6039,6063,8,2017-03-05,2017-05-09
4042,4059,8,2017-01-20,2017-03-03
2959,4395,8,2017-02-07,2017-04-02
4044,4339,8,2017-01-31,2017-03-14
975,4053,8,2017-02-07,2017-04-15
763,771,8,2017-01-02,2017-01-29
4010,4046,8,2017-01-20,2017-04-08
441,1646,8,2017-01-21,2017-05-19
5771,5798,8,2017-02-24,2017-05-03
733,760,8,2017-01-02,2017-01-29
928,930,8,2017-01-02,2017-03-03
1503,1598,8,2017-01-07,2017-02-19
2959,4399,8,2017-02-07,2017-04-02
7868,7872,8,2017-03-24,2017-05-19
1696,4011,8,2017-02-07,2017-04-05
3180,4483,8,2017-02-27,2017-05-27
759,772,8,2017-01-02,2017-01-29
1696,2941,8,2017-02-04,2017-03-14
1617,3991,8,2017-03-13,2017-05-23
2550,3173,8,2017-01-21,2017-04-14
4025,4316,8,2017-01-31,2017-03-13
2789,4080,8,2017-02-07,2017-04-13
2655,2699,8,2017-01-10,2017-02-17
477,2734,8,2017-02-02,2017-05-03
1635,5482,8,2017-04-20,2017-05-30
1635,8190,8,2017-04-20,2017-05-30
8037,8093,8,2017-03-28,2017-05-30
4012,4364,8,2017-01-31,2017-03-14
2236,2295,8,2017-01-09,2017-04-05
5404,5431,8,2017-02-17,2017-04-28
701,759,8,2017-01-02,2017-01-29
4016,4052,8,2017-01-20,2017-03-10
2511,2939,8,2017-02-04,2017-03-13
8209,8289,8,2017-03-31,2017-05-19
719,778,8,2017-01-02,2017-02-27
274,3180,8,2017-01-13,2017-03-20
975,2717,8,2017-02-04,2017-03-13
2969,4042,8,2017-02-07,2017-04-02
721,778,8,2017-01-02,2017-02-27
3590,7820,8,2017-04-07,2017-05-29
1971,1984,8,2017-01-08,2017-03-17
4012,4013,8,2017-01-20,2017-03-03
2759,2939,8,2017-02-04,2017-03-13
2941,4083,8,2017-02-07,2017-04-12
915,1314,8,2017-01-25,2017-03-10
2294,6017,8,2017-03-10,2017-05-12
716,752,8,2017-01-02,2017-01-29
716,739,8,2017-01-02,2017-01-29
1314,1337,8,2017-01-03,2017-03-03
438,1619,8,2017-01-21,2017-05-03
716,755,8,2017-01-02,2017-01-29
2111,2131,8,2017-01-09,2017-04-10
2544,2596,8,2017-01-10,2017-03-20
2655,2667,8,2017-01-10,2017-02-17
407,1666,8,2017-01-21,2017-03-03
2867,4025,8,2017-02-07,2017-04-15
4016,4080,8,2017-01-20,2017-03-03
2939,4042,8,2017-02-07,2017-04-02
5734,5744,8,2017-02-24,2017-05-03
4969,5491,8,2017-03-10,2017-05-12
1643,2544,8,2017-01-21,2017-04-13
7039,7082,8,2017-03-17,2017-05-19
2926,3503,8,2017-03-27,2017-05-19
740,755,8,2017-01-02,2017-01-29
1598,3940,8,2017-01-22,2017-04-13
407,4395,8,2017-02-07,2017-04-02
5478,5486,8,2017-02-17,2017-04-29
4316,4969,8,2017-03-10,2017-05-12
731,778,8,2017-01-02,2017-02-27
5706,5769,8,2017-02-24,2017-05-03
2294,4674,8,2017-02-28,2017-05-09
3330,3735,8,2017-03-05,2017-05-19
2667,2674,8,2017-01-10,2017-02-17
4013,4017,8,2017-01-20,2017-03-10
1371,2759,8,2017-02-04,2017-03-13
95,3330,8,2017-03-22,2017-05-29
1208,7866,8,2017-04-17,2017-05-30
802,852,8,2017-01-02,2017-04-16
716,733,8,2017-01-02,2017-01-29
739,751,8,2017-01-02,2017-01-29
5464,5486,8,2017-02-17,2017-04-29
5740,5742,8,2017-02-24,2017-05-27
1884,4942,8,2017-02-27,2017-05-03
2504,7162,8,2017-04-11,2017-05-29
3154,3172,8,2017-01-11,2017-05-13
290,602,8,2017-01-20,2017-04-24
3413,3414,8,2017-01-13,2017-04-22
4011,4364,8,2017-01-31,2017-03-14
5720,5734,8,2017-02-24,2017-05-03
3503,7820,8,2017-04-07,2017-05-29
774,778,8,2017-01-02,2017-02-27
755,759,8,2017-01-02,2017-01-29
6063,6064,8,2017-03-05,2017-05-09
3920,5467,8,2017-03-10,2017-05-30
4025,4399,8,2017-01-31,2017-03-13
2222,2263,8,2017-01-09,2017-04-09
95,2326,8,2017-01-10,2017-05-06
2531,2600,8,2017-01-10,2017-02-17
2717,2959,8,2017-02-04,2017-03-13
2969,4399,8,2017-02-07,2017-04-02
2959,4388,8,2017-02-07,2017-04-02
975,4025,8,2017-02-07,2017-04-15
95,1677,8,2017-03-22,2017-05-29
940,993,8,2017-01-02,2017-04-01
917,937,8,2017-01-02,2017-04-21
751,755,8,2017-01-02,2017-01-29
5491,6064,8,2017-03-10,2017-05-12
915,928,8,2017-01-02,2017-03-03
901,975,8,2017-01-02,2017-05-06
368,746,8,2017-01-04,2017-04-10
1484,2969,8,2017-02-04,2017-03-13
724,771,8,2017-01-02,2017-01-29
2759,2959,8,2017-02-04,2017-03-13
5468,5484,8,2017-02-17,2017-05-07
831,852,8,2017-01-02,2017-04-16
1766,2905,8,2017-02-23,2017-04-29
3590,6813,8,2017-04-17,2017-05-30
759,1056,8,2017-01-04,2017-02-23
979,1377,8,2017-01-25,2017-04-23
5744,5761,8,2017-02-24,2017-05-03
2260,2288,8,2017-01-09,2017-04-23
5775,5792,8,2017-02-24,2017-04-16
610,684,8,2017-01-02,2017-03-09
4013,4042,8,2017-01-20,2017-03-03
4025,4395,8,2017-01-31,2017-03-13
4969,5481,8,2017-03-10,2017-05-12
1677,3330,8,2017-03-22,2017-05-29
2131,2137,8,2017-01-09,2017-04-10
5435,5467,8,2017-02-17,2017-04-30
5724,5769,8,2017-02-24,2017-05-03
2247,2262,8,2017-01-09,2017-05-12
5724,5788,8,2017-02-24,2017-05-03
6039,6064,8,2017-03-05,2017-05-09
2886,5911,8,2017-03-23,2017-05-29
724,739,8,2017-01-02,2017-01-29
760,771,8,2017-01-02,2017-01-29
2773,4942,8,2017-02-27,2017-05-03
4053,4316,8,2017-01-31,2017-03-13
746,759,8,2017-01-02,2017-01-29
930,975,8,2017-01-02,2017-03-03
1001,1056,8,2017-01-02,2017-01-29
4009,4364,8,2017-01-31,2017-03-14
1208,7872,8,2017-04-17,2017-05-30
2969,4388,8,2017-02-07,2017-04-02
1635,7605,8,2017-04-20,2017-05-30
605,659,8,2017-01-02,2017-04-26
2531,2573,8,2017-01-10,2017-02-17
2655,2674,8,2017-01-10,2017-02-17
1053,3421,8,2017-01-17,2017-05-12
4080,4339,8,2017-01-31,2017-03-14
2867,4053,8,2017-02-07,2017-04-15
5590,6773,8,2017-03-19,2017-05-29
2734,3120,8,2017-02-02,2017-05-03
2131,2182,8,2017-01-09,2017-04-10
2867,2939,8,2017-02-04,2017-03-13
364,368,8,2017-01-03,2017-01-31
364,1095,8,2017-01-03,2017-01-31
364,772,8,2017-01-04,2017-04-20
4373,5443,8,2017-02-22,2017-05-09
740,752,8,2017-01-02,2017-01-29
4646,4656,8,2017-02-02,2017-03-20
6855,6870,8,2017-03-15,2017-05-29
6813,7866,8,2017-04-17,2017-05-30
755,772,8,2017-01-02,2017-01-29
2867,2969,8,2017-02-04,2017-03-13
4399,5490,8,2017-02-22,2017-05-12
1314,1371,8,2017-01-03,2017-03-03
3609,3637,8,2017-01-15,2017-05-08
441,1677,8,2017-01-21,2017-05-19
5310,5370,8,2017-02-13,2017-04-23
5788,5798,8,2017-02-24,2017-05-03
2294,5491,8,2017-03-10,2017-05-12
716,771,8,2017-01-02,2017-01-29
368,739,8,2017-01-04,2017-04-22
733,751,8,2017-01-02,2017-01-29
719,731,8,2017-01-02,2017-02-27
752,771,8,2017-01-02,2017-01-29
2134,2190,8,2017-01-09,2017-04-09
441,625,8,2017-01-21,2017-05-19
1034,2760,7,2017-02-02,2017-04-15
2511,2789,7,2017-02-02,2017-03-03
928,4399,7,2017-02-07,2017-03-13
1572,4430,7,2017-02-28,2017-05-27
6049,6069,7,2017-03-05,2017-05-03
2926,7866,7,2017-04-07,2017-05-19
1244,6418,7,2017-04-08,2017-05-29
95,7662,7,2017-04-20,2017-05-29
730,768,7,2017-01-02,2017-02-26
1038,1044,7,2017-01-02,2017-05-11
2072,2075,7,2017-01-09,2017-04-10
2937,2975,7,2017-01-10,2017-04-29
4025,4066,7,2017-01-20,2017-03-03
4017,4044,7,2017-01-20,2017-03-03
867,3707,7,2017-01-27,2017-04-08
5734,5788,7,2017-02-24,2017-05-03
3576,4942,7,2017-02-28,2017-05-03
3544,6063,7,2017-03-10,2017-05-09
1484,6093,7,2017-03-10,2017-05-27
716,758,7,2017-01-02,2017-04-12
368,751,7,2017-01-04,2017-01-31
1917,1933,7,2017-01-08,2017-05-08
915,1337,7,2017-01-25,2017-03-03
1447,4209,7,2017-02-24,2017-05-10
2786,5944,7,2017-03-10,2017-04-24
2492,3173,7,2017-03-22,2017-04-29
5795,5989,7,2017-03-23,2017-05-19
8019,8078,7,2017-03-28,2017-05-21
2294,6897,7,2017-04-13,2017-05-29
1947,1970,7,2017-01-08,2017-04-11
2223,2295,7,2017-01-09,2017-02-26
2469,2500,7,2017-01-09,2017-04-16
2789,4066,7,2017-02-07,2017-03-14
2759,4025,7,2017-02-07,2017-03-13
2509,4903,7,2017-02-27,2017-03-20
95,3735,7,2017-03-22,2017-05-19
1208,7820,7,2017-04-17,2017-05-29
1013,1031,7,2017-01-02,2017-02-19
374,1056,7,2017-01-03,2017-01-29
751,1053,7,2017-01-04,2017-01-31
2268,2281,7,2017-01-09,2017-04-10
2427,2467,7,2017-01-09,2017-02-23
4025,4083,7,2017-01-20,2017-03-03
975,2906,7,2017-01-25,2017-05-06
1484,2789,7,2017-02-02,2017-03-03
5401,5419,7,2017-02-17,2017-04-13
3576,5491,7,2017-03-10,2017-05-09
4541,5560,7,2017-04-23,2017-05-25
529,4142,7,2017-04-26,2017-05-29
606,625,7,2017-01-02,2017-05-06
712,795,7,2017-01-02,2017-02-19
2447,2492,7,2017-01-09,2017-04-08
1616,2780,7,2017-02-02,2017-04-15
2773,3576,7,2017-02-28,2017-05-03
2759,6039,7,2017-03-10,2017-05-09
5443,6064,7,2017-03-10,2017-05-09
2124,2247,7,2017-03-21,2017-05-16
3071,3077,7,2017-01-10,2017-04-22
3122,3193,7,2017-01-11,2017-04-16
215,610,7,2017-01-13,2017-03-09
374,3493,7,2017-01-17,2017-03-25
4011,4042,7,2017-01-20,2017-03-03
4011,4052,7,2017-01-20,2017-03-03
2068,2454,7,2017-01-29,2017-04-26
3576,4990,7,2017-02-28,2017-05-03
3177,4627,7,2017-04-07,2017-05-29
1208,5482,7,2017-04-22,2017-05-30
1905,1993,7,2017-01-08,2017-04-09
366,3493,7,2017-01-17,2017-03-25
4025,4052,7,2017-01-20,2017-03-03
2568,3123,7,2017-01-21,2017-03-26
6017,6069,7,2017-03-05,2017-05-03
2906,8190,7,2017-04-20,2017-05-29
744,794,7,2017-01-02,2017-03-26
905,979,7,2017-01-02,2017-03-19
760,1053,7,2017-01-04,2017-01-31
2857,3093,7,2017-01-22,2017-05-19
4632,4646,7,2017-02-02,2017-03-20
6064,6071,7,2017-03-05,2017-05-03
5744,5954,7,2017-03-10,2017-05-03
704,764,7,2017-01-02,2017-02-19
4011,4017,7,2017-01-20,2017-03-03
2867,4399,7,2017-02-07,2017-03-13
2789,4339,7,2017-02-07,2017-03-14
5964,5977,7,2017-03-05,2017-05-03
8969,8995,7,2017-04-21,2017-05-22
805,859,7,2017-01-02,2017-03-28
2260,2268,7,2017-01-09,2017-04-10
3603,3679,7,2017-01-15,2017-04-05
4034,4092,7,2017-01-20,2017-05-24
4013,4316,7,2017-01-28,2017-03-03
2939,4316,7,2017-02-07,2017-03-13
3544,6039,7,2017-03-10,2017-05-09
2427,2458,7,2017-01-09,2017-02-23
650,3123,7,2017-01-13,2017-03-09
3651,3694,7,2017-01-15,2017-04-17
1587,3930,7,2017-01-22,2017-04-15
975,1369,7,2017-01-25,2017-04-22
2867,4042,7,2017-02-07,2017-03-13
5458,5479,7,2017-02-17,2017-04-05
4674,6017,7,2017-03-10,2017-05-09
2886,5787,7,2017-03-23,2017-05-19
5482,7872,7,2017-04-22,2017-05-30
915,2941,7,2017-01-25,2017-03-03
7034,7068,7,2017-03-17,2017-05-20
7039,8209,7,2017-04-08,2017-05-19
1208,8209,7,2017-04-17,2017-05-29
364,374,7,2017-01-03,2017-01-29
4017,4066,7,2017-01-20,2017-03-03
4364,4395,7,2017-01-24,2017-03-03
4329,4376,7,2017-01-24,2017-04-18
2325,2910,7,2017-02-13,2017-04-22
652,3148,7,2017-01-15,2017-04-23
1484,2783,7,2017-02-02,2017-03-03
5491,6063,7,2017-03-10,2017-05-09
3527,3920,7,2017-03-13,2017-04-30
5789,7082,7,2017-04-17,2017-05-29
649,696,7,2017-01-02,2017-03-24
762,797,7,2017-01-02,2017-02-19
368,701,7,2017-01-04,2017-01-31
2427,2498,7,2017-01-09,2017-02-23
930,2783,7,2017-02-04,2017-03-10
3295,3527,7,2017-03-16,2017-05-12
8158,8190,7,2017-03-31,2017-05-19
1548,1598,7,2017-01-07,2017-04-13
4052,4080,7,2017-01-20,2017-03-03
4353,4395,7,2017-01-24,2017-03-03
2959,4025,7,2017-02-07,2017-03-13
5435,5458,7,2017-02-17,2017-04-05
5771,5788,7,2017-02-24,2017-05-03
419,2269,7,2017-03-04,2017-05-24
3120,5771,7,2017-03-10,2017-05-03
4213,7172,7,2017-03-28,2017-05-12
773,795,7,2017-01-02,2017-02-19
839,899,7,2017-01-02,2017-04-05
1933,1938,7,2017-01-08,2017-05-08
293,299,7,2017-01-13,2017-02-28
1288,2802,7,2017-01-22,2017-03-19
1884,5494,7,2017-03-10,2017-05-27
3576,4316,7,2017-03-10,2017-05-09
8403,8485,7,2017-04-05,2017-05-29
2294,6870,7,2017-04-13,2017-05-29
2273,2295,7,2017-01-09,2017-02-26
4376,4377,7,2017-01-24,2017-04-18
1677,2906,7,2017-04-20,2017-05-29
1482,2867,7,2017-02-02,2017-03-03
930,1818,7,2017-02-04,2017-03-10
1617,1651,7,2017-01-07,2017-03-20
2152,2153,7,2017-01-09,2017-04-09
4012,4052,7,2017-01-20,2017-03-03
5412,5466,7,2017-02-17,2017-04-05
6016,6049,7,2017-03-05,2017-05-03
6064,6069,7,2017-03-05,2017-05-03
3544,5443,7,2017-03-10,2017-05-09
758,773,7,2017-01-02,2017-02-19
364,760,7,2017-01-04,2017-01-31
2485,2497,7,2017-01-09,2017-04-17
649,3493,7,2017-01-23,2017-05-04
4364,4399,7,2017-01-24,2017-03-03
4630,4665,7,2017-02-02,2017-03-14
4609,4632,7,2017-02-02,2017-03-20
950,3120,7,2017-02-15,2017-05-03
5416,5484,7,2017-02-17,2017-04-02
6927,6930,7,2017-03-16,2017-05-15
5596,6773,7,2017-03-19,2017-05-19
8969,8983,7,2017-04-21,2017-05-22
709,730,7,2017-01-02,2017-02-26
2912,2972,7,2017-01-10,2017-03-19
4052,4353,7,2017-01-31,2017-03-10
1666,4009,7,2017-02-07,2017-03-14
5310,5319,7,2017-02-13,2017-04-10
5777,5795,7,2017-02-24,2017-05-12
5743,5779,7,2017-02-24,2017-04-30
2926,7820,7,2017-04-07,2017-05-19
202,1769,7,2017-04-08,2017-05-15
7082,7866,7,2017-04-17,2017-05-29
4053,4083,7,2017-01-20,2017-03-03
1034,1608,7,2017-01-21,2017-03-31
3188,3421,7,2017-01-23,2017-05-12
1332,2988,7,2017-01-25,2017-04-21
4628,4656,7,2017-02-02,2017-03-13
1616,2760,7,2017-02-02,2017-04-15
1696,4012,7,2017-02-07,2017-03-14
4674,5481,7,2017-03-10,2017-05-09
8983,8986,7,2017-04-21,2017-05-22
675,700,7,2017-01-02,2017-04-15
905,940,7,2017-01-02,2017-03-19
4329,4377,7,2017-01-24,2017-04-18
1371,4399,7,2017-02-07,2017-03-13
1347,2279,7,2017-02-13,2017-04-17
5426,5448,7,2017-02-17,2017-04-12
2780,5800,7,2017-03-10,2017-04-29
3527,4593,7,2017-03-13,2017-04-30
3650,5867,7,2017-04-01,2017-05-14
7605,7872,7,2017-04-22,2017-05-30
364,1056,7,2017-01-03,2017-01-29
2175,2199,7,2017-01-09,2017-04-08
2867,4395,7,2017-02-07,2017-03-13
2969,4316,7,2017-02-07,2017-03-13
2939,4053,7,2017-02-07,2017-03-13
5761,5771,7,2017-02-24,2017-05-03
5966,5993,7,2017-03-05,2017-05-03
975,6097,7,2017-03-10,2017-05-06
1208,5423,7,2017-04-15,2017-05-19
3123,3146,7,2017-01-11,2017-03-09
4017,4025,7,2017-01-20,2017-03-03
1250,2886,7,2017-01-22,2017-05-12
2645,3967,7,2017-02-10,2017-04-16
5478,5498,7,2017-02-17,2017-04-15
4373,5494,7,2017-02-22,2017-05-03
6075,6077,7,2017-03-05,2017-05-03
5766,5911,7,2017-03-24,2017-05-29
394,2569,7,2017-04-08,2017-05-15
2412,2485,7,2017-01-09,2017-04-17
2728,2792,7,2017-01-10,2017-03-14
187,2272,7,2017-02-13,2017-04-26
5423,5478,7,2017-02-17,2017-04-15
5954,5993,7,2017-03-05,2017-05-03
6017,6071,7,2017-03-05,2017-05-03
1381,5733,7,2017-03-10,2017-05-12
2747,3368,7,2017-03-10,2017-05-12
1884,6047,7,2017-03-10,2017-05-27
4316,6039,7,2017-03-10,2017-05-09
5420,6004,7,2017-03-10,2017-04-28
3920,4593,7,2017-03-13,2017-04-30
6447,8093,7,2017-04-12,2017-05-30
764,797,7,2017-01-02,2017-02-19
364,724,7,2017-01-04,2017-01-31
292,3440,7,2017-01-23,2017-05-23
930,1371,7,2017-01-25,2017-03-03
3858,4522,7,2017-02-02,2017-04-10
394,4854,7,2017-04-08,2017-05-15
2570,2600,7,2017-01-10,2017-02-11
3169,3180,7,2017-01-11,2017-02-27
3580,3588,7,2017-01-15,2017-05-24
6870,6898,7,2017-03-15,2017-05-12
2501,5922,7,2017-03-18,2017-05-21
2404,2406,7,2017-01-09,2017-04-10
3975,3995,7,2017-01-19,2017-05-16
4309,4316,7,2017-01-24,2017-03-03
4012,4316,7,2017-01-28,2017-03-03
2941,4011,7,2017-02-07,2017-03-14
4609,4903,7,2017-02-27,2017-03-20
3544,4412,7,2017-02-28,2017-05-03
6016,6077,7,2017-03-05,2017-05-03
6047,6071,7,2017-03-05,2017-05-03
1651,1662,7,2017-01-07,2017-04-05
4009,4025,7,2017-01-20,2017-03-03
286,763,7,2017-01-23,2017-05-20
2789,4009,7,2017-02-07,2017-03-14
3544,4607,7,2017-02-28,2017-05-03
2294,2759,7,2017-03-10,2017-05-09
2504,4541,7,2017-05-11,2017-05-29
763,1053,7,2017-01-04,2017-01-31
780,1033,7,2017-01-08,2017-05-11
4373,4388,7,2017-01-24,2017-03-03
915,2969,7,2017-01-25,2017-03-03
446,4700,7,2017-02-04,2017-04-02
1666,4083,7,2017-02-07,2017-03-14
1007,1044,7,2017-01-02,2017-05-11
1946,1951,7,2017-01-08,2017-03-28
2268,2288,7,2017-01-09,2017-04-10
2407,2467,7,2017-01-09,2017-02-23
2464,2478,7,2017-01-09,2017-04-16
247,3477,7,2017-01-23,2017-05-12
2743,2905,7,2017-02-04,2017-04-06
631,4082,7,2017-02-06,2017-04-12
3576,6064,7,2017-03-10,2017-05-09
6855,6898,7,2017-03-15,2017-05-12
308,309,7,2017-01-03,2017-02-27
381,1026,7,2017-01-03,2017-02-23
2407,2427,7,2017-01-09,2017-02-23
930,2959,7,2017-01-25,2017-03-03
2567,3913,7,2017-01-26,2017-03-30
2717,4053,7,2017-02-07,2017-03-13
1696,4083,7,2017-02-07,2017-03-14
2734,2993,7,2017-02-15,2017-05-03
5416,5468,7,2017-02-17,2017-04-02
5964,5966,7,2017-03-05,2017-05-03
6077,6096,7,2017-03-05,2017-05-03
6001,6064,7,2017-03-05,2017-05-03
3278,8289,7,2017-04-08,2017-05-19
1208,8190,7,2017-04-22,2017-05-30
2528,2595,7,2017-01-10,2017-03-30
3104,3162,7,2017-01-11,2017-02-10
2531,3104,7,2017-01-21,2017-02-17
4316,6063,7,2017-03-10,2017-05-09
5787,5911,7,2017-03-23,2017-05-19
378,758,7,2017-01-04,2017-05-12
1942,1954,7,2017-01-08,2017-04-01
4046,4057,7,2017-01-20,2017-03-21
1506,3916,7,2017-01-22,2017-05-11
1034,2780,7,2017-02-02,2017-04-15
1482,2759,7,2017-02-02,2017-03-03
7605,7685,7,2017-03-19,2017-05-19
8402,8485,7,2017-04-05,2017-05-29
3503,8353,7,2017-04-07,2017-05-19
701,734,7,2017-01-02,2017-05-16
385,774,7,2017-01-04,2017-03-06
204,3152,7,2017-01-13,2017-02-10
5432,5448,7,2017-02-17,2017-04-12
2780,5912,7,2017-03-10,2017-04-29
7662,7872,7,2017-04-22,2017-05-30
727,774,7,2017-01-02,2017-02-22
712,773,7,2017-01-02,2017-02-19
806,827,7,2017-01-02,2017-04-09
1569,2608,7,2017-01-13,2017-04-02
272,3405,7,2017-01-23,2017-05-14
5048,5076,7,2017-02-12,2017-04-23
6001,6071,7,2017-03-05,2017-05-03
625,5482,7,2017-04-20,2017-05-29
8960,8983,7,2017-04-21,2017-05-22
746,1095,7,2017-01-04,2017-01-31
4309,4364,7,2017-01-24,2017-03-03
1314,2783,7,2017-02-04,2017-03-10
1484,4316,7,2017-02-07,2017-03-13
1337,4395,7,2017-02-07,2017-03-13
732,4321,7,2017-02-23,2017-05-12
5731,5779,7,2017-02-24,2017-04-30
3576,4412,7,2017-02-28,2017-05-03
1865,4412,7,2017-02-28,2017-05-03
6039,6047,7,2017-03-05,2017-05-03
2236,2279,7,2017-01-09,2017-02-26
477,959,7,2017-02-15,2017-05-03
6016,6096,7,2017-03-05,2017-05-03
5440,6071,7,2017-03-10,2017-05-24
1677,7872,7,2017-04-22,2017-05-30
758,1053,7,2017-01-04,2017-05-12
333,369,7,2017-01-05,2017-03-20
1801,1819,7,2017-01-08,2017-04-13
2567,2600,7,2017-01-10,2017-02-11
2912,2988,7,2017-01-10,2017-03-19
4674,4690,7,2017-02-02,2017-03-13
1818,2511,7,2017-02-02,2017-03-03
1482,2789,7,2017-02-02,2017-03-03
6071,6075,7,2017-03-05,2017-05-03
3477,6447,7,2017-04-08,2017-05-29
5789,7820,7,2017-04-17,2017-05-29
719,727,7,2017-01-02,2017-02-22
740,1023,7,2017-01-04,2017-01-31
5426,5436,7,2017-02-17,2017-04-12
7602,7662,7,2017-03-19,2017-05-19
2645,3642,7,2017-03-20,2017-04-21
7872,8209,7,2017-04-17,2017-05-29
712,758,7,2017-01-02,2017-02-19
309,774,7,2017-01-04,2017-03-06
2407,2498,7,2017-01-09,2017-02-23
910,2802,7,2017-02-04,2017-04-21
6930,6956,7,2017-03-16,2017-05-15
2906,3330,7,2017-04-20,2017-05-29
4020,4046,7,2017-01-20,2017-03-21
4607,4614,7,2017-02-02,2017-03-13
4814,4876,7,2017-02-08,2017-05-02
5724,5734,7,2017-02-24,2017-05-03
1053,6418,7,2017-04-08,2017-05-29
5048,5092,7,2017-02-12,2017-04-23
5419,5421,7,2017-02-17,2017-04-13
3278,7039,7,2017-04-08,2017-05-19
2212,2273,7,2017-01-09,2017-02-26
5416,5456,7,2017-02-17,2017-04-02
2550,5100,7,2017-02-24,2017-05-10
4412,4674,7,2017-02-28,2017-05-03
6069,6096,7,2017-03-05,2017-05-03
6063,6069,7,2017-03-05,2017-05-03
5800,5978,7,2017-03-10,2017-05-09
625,2906,7,2017-04-20,2017-05-29
2223,2236,7,2017-01-09,2017-02-26
4012,4017,7,2017-01-20,2017-03-03
4205,4300,7,2017-01-22,2017-05-24
935,1250,7,2017-02-15,2017-05-12
7759,7774,7,2017-03-23,2017-05-12
732,1053,7,2017-04-08,2017-05-29
1635,5789,7,2017-04-22,2017-05-30
704,762,7,2017-01-02,2017-02-19
913,979,7,2017-01-02,2017-05-15
724,1001,7,2017-01-04,2017-01-31
4017,4080,7,2017-01-20,2017-03-03
4016,4044,7,2017-01-20,2017-03-03
4053,4059,7,2017-01-20,2017-03-03
2886,3093,7,2017-01-22,2017-05-19
2969,4053,7,2017-02-07,2017-03-13
1696,4339,7,2017-02-07,2017-03-14
6001,6047,7,2017-03-05,2017-05-03
4983,6418,7,2017-03-15,2017-05-19
7872,8353,7,2017-04-07,2017-05-19
1053,6447,7,2017-04-08,2017-05-29
95,8190,7,2017-04-20,2017-05-29
3503,8190,7,2017-04-22,2017-05-30
3503,7662,7,2017-04-22,2017-05-30
255,3104,7,2017-01-13,2017-02-10
3967,3994,7,2017-01-19,2017-03-31
4016,4083,7,2017-01-20,2017-03-03
443,3940,7,2017-01-26,2017-03-20
4569,4590,7,2017-01-29,2017-05-12
2969,4025,7,2017-02-07,2017-03-13
5401,5421,7,2017-02-17,2017-04-13
5486,5498,7,2017-02-17,2017-04-15
4412,4607,7,2017-02-28,2017-05-03
6016,6039,7,2017-03-05,2017-05-03
3544,6064,7,2017-03-10,2017-05-09
2886,5795,7,2017-03-23,2017-05-19
4384,8350,7,2017-04-07,2017-05-27
2569,4854,7,2017-04-08,2017-05-15
3590,8190,7,2017-04-22,2017-05-30
3087,3093,7,2017-01-10,2017-03-24
4009,4016,7,2017-01-20,2017-03-03
4135,4139,7,2017-01-20,2017-05-12
5426,5499,7,2017-02-17,2017-04-12
366,1023,7,2017-01-03,2017-01-29
374,1001,7,2017-01-03,2017-01-29
2725,2786,7,2017-01-10,2017-04-14
1666,2783,7,2017-02-02,2017-03-03
3548,4407,7,2017-02-10,2017-04-26
1343,2965,7,2017-02-13,2017-05-01
1677,3735,7,2017-03-22,2017-05-19
5490,5989,7,2017-04-02,2017-05-30
334,362,7,2017-01-03,2017-03-20
2484,2496,7,2017-01-09,2017-04-13
3940,3991,7,2017-01-19,2017-04-13
4052,4309,7,2017-01-31,2017-03-10
4630,4671,7,2017-02-02,2017-03-14
1484,1696,7,2017-02-02,2017-03-03
1484,4388,7,2017-02-07,2017-03-13
5481,6063,7,2017-03-10,2017-05-09
4674,5491,7,2017-03-10,2017-05-09
7379,8307,7,2017-04-05,2017-05-13
706,768,7,2017-01-02,2017-02-26
364,763,7,2017-01-04,2017-01-31
1444,4069,7,2017-02-07,2017-03-20
477,2993,7,2017-02-15,2017-05-03
5905,5962,7,2017-03-05,2017-04-22
6049,6063,7,2017-03-05,2017-05-03
3544,5481,7,2017-03-10,2017-05-09
4316,4674,7,2017-03-10,2017-05-09
8979,8986,7,2017-04-21,2017-05-22
5789,7662,7,2017-04-22,2017-05-30
915,2959,7,2017-01-25,2017-03-03
1837,2743,7,2017-02-02,2017-03-28
2789,4011,7,2017-02-07,2017-03-14
2511,4388,7,2017-02-07,2017-03-13
997,2734,7,2017-02-15,2017-05-03
6001,6077,7,2017-03-05,2017-05-03
8213,8245,7,2017-03-31,2017-05-24
625,901,7,2017-04-20,2017-05-29
2554,2600,7,2017-01-10,2017-02-17
3540,3589,7,2017-01-15,2017-03-19
